"DateCreation","id_Produit","Nom_Produit_40","Montant","DaviseFraisE","Quantite"
2023-07-13,5502,"find. Derbys Femme",717609.798841099,"EUR",1.00000000000002
2023-07-14,5500,"GRACE KARIN Femme Robe de Plage à Bretelles Robe élégante de Vacances",1078199.45266155,"EUR",1.00000000000005
2023-07-15,5501,"Amazfit GTR 3 Pro Montre",974148.815331714,"EUR",0.999999999999987
2023-07-16,5499,"Levi's Housemark Polo T-Shirt Homme",782260.7157997,"EUR",1
2023-07-17,5498,"PUMA Smash WNS V2 L, Sneaker Basse Femme",737620.762870525,"EUR",1.00000000000001
2023-07-18,5495,"Eastpak Padded Pak'r Sac à&nbsp;Dos, 40 cm, 24 L, Noir (Black)",794661.857655899,"EUR",1
2023-07-19,5497,"Rekkem Table de Pique Nique Pliante Blanc Rectangulaire 180 x 75 x 74 cm Acier 8 Places Rekkem",838318.846153722,"EUR",1
2023-07-20,5496,"Amazfit GTR 3 Pro Montre",835057.453620634,"EUR",0.999999999999987
2023-07-21,5494,"PUMA Smash WNS V2 L, Sneaker Basse Femme",816032.91577322,"EUR",1
2023-07-22,5493,"Onsoyours Robes Femmes Élégantes À Manches Longues Sexy Dos Nu Dentelle Robe Patchwork Décontractée Robe De Soirée Couleur Unie Mini Robe De Clubbing Cocktail",808770.44558353,"EUR",1
2023-07-23,5490,"PUMA Smash V2 L, Baskets Basses Mixte",813147.296235636,"EUR",1
2023-07-24,5489,"PUMA Smash V2 L, Baskets Basses Mixte",818040.113711375,"EUR",1
2023-07-25,5488,"FUJEAK Hommes Chaussures De Course Hommes Casual Chaussures De Marche Respirantes Sport Baskets Athlétiques Gym Tennis Slip on Chaussures Légères Confortables",818485.231777613,"EUR",1
