"DateCreation","id_Produit","Montant","Montant_Article_Commandé","Bank_Charge","Largeur","Longueur","Profondeur","FraisExpe","Paiment","Mode_Transport","DaviseFraisE","Nom_Produit_40","Identifiant_Utilisateur","Quantite"
2024-02-19,5261,816440.090325822,449,31.43,34,49,49,130.8,"CARTE BANCAIRE","groupage","EUR","Bob mini Lave vaisselle (Premium, Red)",19,0.999999999999991
2024-02-20,5260,816440.090325822,16.99,1.1893,10.2,10.4,7.6,3.398,"CARTE BANCAIRE","groupage","EUR","Coffret Montre Enfant Bracelet Equipe DE",19,1
2024-02-21,5258,816440.090325822,16.99,1.1893,10.2,10.4,7.6,3.398,"ORANGE MONEY","groupage","EUR","Coffret Montre Enfant Bracelet Equipe DE",19,1
2024-02-22,5259,816440.090325822,449,31.43,34,49,49,130.8,"ORANGE MONEY","groupage","EUR","Bob mini Lave vaisselle (Premium, Red)",19,0.999999999999991
2024-02-23,5256,816440.090325822,16.99,1.1893,10.2,10.4,7.6,3.398,"WAVE","groupage","EUR","Coffret Montre Enfant Bracelet Equipe DE",19,1
2024-02-24,5257,816440.090325822,449,31.43,34,49,49,130.8,"WAVE","groupage","EUR","Bob mini Lave vaisselle (Premium, Red)",19,0.999999999999991
2024-02-25,5255,816440.090325822,29.99,2.0993,20,30,46,7.32,"WAVE","groupage","EUR","Sac à Dos Homme Ordinateur Portable 15.6",19,1
2024-02-26,5254,816440.090325822,41.15,2.8805,42,10,42,17.76,"WAVE","groupage","EUR","Gadgy Etagere Murale Ronde | Metal Noire",19,1
2024-02-27,5253,816440.090325822,20.9,1.463,10.2,10.4,7.6,4.18,"WAVE","groupage","EUR","Coffret Montre Enfant Bracelet Equipe DE",19,1
2024-02-28,5252,816440.090325822,38.74,2.7118,30.02,18.01,40.01,7.748,"WAVE","groupage","EUR","Eastpak Padded Pak'r Sac à Dos, 40 cm, 2",19,1
2024-02-29,5219,816440.090325822,100,1.75,21,21.4,11,5,"ESPECE","groupage","EUR","Ballon de Football FFF - 2 étoiles - Col",6,4
2024-03-01,5216,816440.090325822,159.99,11.1993,28,28,8,31.998,"ESPECE","NULL","€","Lefant Aspirateur Robot, Mini Aspirateur",12,1
2024-03-02,5215,816440.090325822,26.99,1.8893,9.5,27,18,8.2,"WAVE","NULL","€","Bougies LED Bougies Sans Flamme 4"" 5"" 6""",12,1
2024-03-03,5214,816440.090325822,15.99,1.1193,16.2,19.2,5.3,3.9,"PAIEMENT À LA COMMANDE","NULL","€","Corde à Sauter Sport, Cocoda Jump Rope R",6,1
2024-03-04,5213,816440.090325822,159.99,11.1993,28,28,8,31.998,"ORANGE MONEY","No_groupage","€","Lefant Aspirateur Robot, Mini Aspirateur",19,1
2024-03-05,5212,816440.090325822,22.94,1.6058,9.5,27,18,8.1,"ESPECES","No_groupage","€","Bougies LED Bougies Sans Flamme 4"" 5"" 6""",12,1
2024-03-06,5211,816440.090325822,749,52.43,41.7,45,13.4,149.8,"ESPECES","No_groupage","€","Aspirateur robot connecté iRobot® Roomba",12,0.999999999999984
